		419A	Safety Goggles Shelf	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-SGS-01	419A-S12	419A-SGS-01 · Safety Goggles Shelf		Safety Shelf			TRUE							
		419A	Chemical Cabinet 01	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-CAB-01	419A-S13	419A-CAB-01 · Chemical Cabinet 01		Cabinet			TRUE	HAZARD STORAGE - CHECK SAFETY FIRST						
		419A	Screw Sideboard 01	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-SCB-01	419A-S14	419A-SCB-01 · Screw Sideboard 01		Sideboard			TRUE							
		419A	Screw Sideboard 02	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-SCB-02	419A-S15	419A-SCB-02 · Screw Sideboard 02		Sideboard			TRUE							
		419A	Screw Sideboard 03	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-SCB-03	419A-S16	419A-SCB-03 · Screw Sideboard 03		Sideboard			TRUE							
		419A	Screw Cupboard 01	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-SCU-01	419A-S17	419A-SCU-01 · Screw Cupboard 01		Cupboard			TRUE							
		419A	Sink Cupboard 01	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-SIC-01	419A-S18	419A-SIC-01 · Sink Cupboard 01		Sink Cupboard			TRUE							
		419A	Sink Cupboard Ground	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-SIG-01	419A-S19	419A-SIG-01 · Sink Cupboard Ground		Sink Ground			TRUE							
		419A	Working Station Main	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-WSM-01	419A-S20	419A-WSM-01 · Working Station Main		Working Station			TRUE							
		419A	Working Station Sideboard 01	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-WSS-01	419A-S21	419A-WSS-01 · Working Station Sideboard 01		Working Station Sideboard			TRUE							
		419A	Working Station Sideboard 02	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-WSS-02	419A-S22	419A-WSS-02 · Working Station Sideboard 02		Working Station Sideboard			TRUE							
		419A	Working Station Sideboard 03	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-WSS-03	419A-S23	419A-WSS-03 · Working Station Sideboard 03		Working Station Sideboard			TRUE							
		419A	Working Station Sideboard 01 Ground	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-WSG-01	419A-S24	419A-WSG-01 · Working Station Sideboard 01 Ground		Working Station Ground			TRUE							
		419A	Working Station Sideboard 02 Ground	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-WSG-02	419A-S25	419A-WSG-02 · Working Station Sideboard 02 Ground		Working Station Ground			TRUE							
		419A	Working Station Sideboard 03 Ground	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-WSG-03	419A-S26	419A-WSG-03 · Working Station Sideboard 03 Ground		Working Station Ground			TRUE							
		419A	Working Station Sideboard Top 01	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-WST-01	419A-S27	419A-WST-01 · Working Station Sideboard Top 01		Working Station Top			TRUE							
		419A	Working Station Sideboard Top 02	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-WST-02	419A-S28	419A-WST-02 · Working Station Sideboard Top 02		Working Station Top			TRUE							
		419A	Wooden Material Shelf 01	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-WMS-01	419A-S29	419A-WMS-01 · Wooden Material Shelf 01		Wood Material Shelf			TRUE							
		419A	Wooden Material Shelf 02	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-WMS-02	419A-S30	419A-WMS-02 · Wooden Material Shelf 02		Wood Material Shelf			TRUE							
		419A	Wooden Material Shelf 03	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-WMS-03	419A-S31	419A-WMS-03 · Wooden Material Shelf 03		Wood Material Shelf			TRUE							
		419A	Wooden Work Area	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-WWA	419A-S32	419A-WWA · Wooden Work Area		Work Area			TRUE							
		419A	Woodworking Table 01	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-TBL-01	419A-S33	419A-TBL-01 · Woodworking Table 01		Table			TRUE							
		419A	Woodworking Table 02	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-TBL-02	419A-S34	419A-TBL-02 · Woodworking Table 02		Table			TRUE							
		419A	Woodworking Table 03	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-TBL-03	419A-S35	419A-TBL-03 · Woodworking Table 03		Table			TRUE							
		419A	Tool Cabinet 01	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-TLC-01	419A-S36	419A-TLC-01 · Tool Cabinet 01		Tool Cabinet			TRUE							
		419A	Tool Cabinet 02	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-TLC-02	419A-S37	419A-TLC-02 · Tool Cabinet 02		Tool Cabinet			TRUE							
		419A	Tool Cabinet 03	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-TLC-03	419A-S38	419A-TLC-03 · Tool Cabinet 03		Tool Cabinet			TRUE							
		419A	Tool Cabinet 04	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-TLC-04	419A-S39	419A-TLC-04 · Tool Cabinet 04		Tool Cabinet			TRUE							
		419A	Scroll Saw Sideboard Main	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-SDM-01	419A-S40	419A-SDM-01 · Scroll Saw Sideboard Main		Scroll Saw Main			TRUE							
		419A	Scroll Saw Sideboard 01	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-SDB-01	419A-S41	419A-SDB-01 · Scroll Saw Sideboard 01		Scroll Saw Sideboard			TRUE							
		419A	Scroll Saw Sideboard 02	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-SDB-02	419A-S42	419A-SDB-02 · Scroll Saw Sideboard 02		Scroll Saw Sideboard			TRUE							
		419A	Scroll Saw Sideboard 03	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-SDB-03	419A-S43	419A-SDB-03 · Scroll Saw Sideboard 03		Scroll Saw Sideboard			TRUE							
		419A	Scroll Saw Sideboard 04	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-SDB-04	419A-S44	419A-SDB-04 · Scroll Saw Sideboard 04		Scroll Saw Sideboard			TRUE							
		419A	Scroll Saw Sideboard 05	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-SDB-05	419A-S45	419A-SDB-05 · Scroll Saw Sideboard 05		Scroll Saw Sideboard			TRUE							
		419A	Scroll Saw Sideboard 06	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-SDB-06	419A-S46	419A-SDB-06 · Scroll Saw Sideboard 06		Scroll Saw Sideboard			TRUE							
		419A	Scroll Saw Sideboard Trolly 01	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-SDT-01	419A-S47	419A-SDT-01 · Scroll Saw Sideboard Trolly 01		Scroll Saw Trolley			TRUE							
		419A	Scroll Saw Sideboard Trolly 02	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-SDT-02	419A-S48	419A-SDT-02 · Scroll Saw Sideboard Trolly 02		Scroll Saw Trolley			TRUE							
		419A	Scroll Saw Sideboard Trolly 03	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-SDT-03	419A-S49	419A-SDT-03 · Scroll Saw Sideboard Trolly 03		Scroll Saw Trolley			TRUE							
		419A	Pillar Drill Storage	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-PDS-01	419A-S50	419A-PDS-01 · Pillar Drill Storage		Pillar Drill Storage			TRUE							
		419A	Teacher Desk Area	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-TDA-01	419A-S51	419A-TDA-01 · Teacher Desk Area		Teacher Desk Area			TRUE							
		419A	TV Portable Cabinet 01	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-PCB-01	419A-S52	419A-PCB-01 · TV Portable Cabinet 01		Portable Cabinet			TRUE							
		419A	TV Portable Cabinet 02	0.0	Storage	Good			Placeholder row for QR/location page; use this storage code during phone stocktaking.	419A-PCB-02	419A-S53	419A-PCB-02 · TV Portable Cabinet 02		Portable Cabinet			TRUE							
CHM-002	Acetone	419A	Chemical Cabinet 01	2.0	Chemicals	Low Stock		ml		419A-CAB-01	419A-S13	419A-CAB-01 · Chemical Cabinet 01		Cabinet				HAZARD STORAGE - CHECK SAFETY FIRST						
CHM-003	Aron Alpha Adhesive (AA Glue)	419A	Chemical Cabinet 01	10.0	Chemicals	Good		packs		419A-CAB-01	419A-S13	419A-CAB-01 · Chemical Cabinet 01		Cabinet				HAZARD STORAGE - CHECK SAFETY FIRST						
CHM-009	Epoxy Adhesive	419A	Chemical Cabinet 01	0.0	Chemicals	Low Stock		ml		419A-CAB-01	419A-S13	419A-CAB-01 · Chemical Cabinet 01		Cabinet				HAZARD STORAGE - CHECK SAFETY FIRST						
CHM-017	Metal Polish	419A	Chemical Cabinet 01	11.0	Chemicals	Good		packs		419A-CAB-01	419A-S13	419A-CAB-01 · Chemical Cabinet 01		Cabinet				HAZARD STORAGE - CHECK SAFETY FIRST						
CHM-020	Oil Paint Solvent	419A	Chemical Cabinet 01	190.0	Chemicals	Good		ml	UN3374	419A-CAB-01	419A-S13	419A-CAB-01 · Chemical Cabinet 01		Cabinet				HAZARD STORAGE - CHECK SAFETY FIRST						
CHM-021	Paint	419A	Chemical Cabinet 01	5.0	Chemicals	Good		bottles		419A-CAB-01	419A-S13	419A-CAB-01 · Chemical Cabinet 01		Cabinet				HAZARD STORAGE - CHECK SAFETY FIRST						
CHM-023	Rust Remover	419A	Chemical Cabinet 01	4.0	Chemicals	Good		200 ml	Original qty: 4x200 ml	419A-CAB-01	419A-S13	419A-CAB-01 · Chemical Cabinet 01		Cabinet				HAZARD STORAGE - CHECK SAFETY FIRST						
CHM-024	Spray Adhesive	419A	Chemical Cabinet 01	3.0	Chemicals	Good		290 g	Original qty: 3x290 g	419A-CAB-01	419A-S13	419A-CAB-01 · Chemical Cabinet 01		Cabinet				HAZARD STORAGE - CHECK SAFETY FIRST						
CHM-025	Spray Paint	419A	Chemical Cabinet 01	28.0	Chemicals	Good		bottles		419A-CAB-01	419A-S13	419A-CAB-01 · Chemical Cabinet 01		Cabinet				HAZARD STORAGE - CHECK SAFETY FIRST						
CHM-026	Stain	419A	Chemical Cabinet 01	250.0	Chemicals	Good		ml		419A-CAB-01	419A-S13	419A-CAB-01 · Chemical Cabinet 01		Cabinet				HAZARD STORAGE - CHECK SAFETY FIRST						
CHM-027	Tensol	419A	Chemical Cabinet 01	3100.0	Chemicals	Good		ml		419A-CAB-01	419A-S13	419A-CAB-01 · Chemical Cabinet 01		Cabinet				HAZARD STORAGE - CHECK SAFETY FIRST						
CHM-028	Thinner	419A	Chemical Cabinet 01	3.0	Chemicals	Good		200 ml	Original qty: 3x200 ml	419A-CAB-01	419A-S13	419A-CAB-01 · Chemical Cabinet 01		Cabinet				HAZARD STORAGE - CHECK SAFETY FIRST						
CHM-029	Titebond II Premium Wood Glue	419A	Chemical Cabinet 01	14.0	Chemicals	Good		bottles		419A-CAB-01	419A-S13	419A-CAB-01 · Chemical Cabinet 01		Cabinet				HAZARD STORAGE - CHECK SAFETY FIRST						
CHM-030	Turpentine	419A	Chemical Cabinet 01	3.0	Chemicals	Good		200 ml	Original qty: 3x200 ml	419A-CAB-01	419A-S13	419A-CAB-01 · Chemical Cabinet 01		Cabinet				HAZARD STORAGE - CHECK SAFETY FIRST						
CHM-031	Uhu	419A	Chemical Cabinet 01	7.0	Chemicals	Good		10 packs	Original qty: 7x10 packs	419A-CAB-01	419A-S13	419A-CAB-01 · Chemical Cabinet 01		Cabinet				HAZARD STORAGE - CHECK SAFETY FIRST						
CHM-032	Wd-40	419A	Chemical Cabinet 01	2.0	Chemicals	Good		bottles		419A-CAB-01	419A-S13	419A-CAB-01 · Chemical Cabinet 01		Cabinet				HAZARD STORAGE - CHECK SAFETY FIRST						
CHM-033	Cassette Gas	419A	Chemical Cabinet 01	7.0	Chemicals	Good		bottles		419A-CAB-01	419A-S13	419A-CAB-01 · Chemical Cabinet 01		Cabinet				HAZARD STORAGE - CHECK SAFETY FIRST						
CHM-034	Con Coat Masonry Water Repellent	419A	Chemical Cabinet 01	2.3	Chemicals	Good		kg		419A-CAB-01	419A-S13	419A-CAB-01 · Chemical Cabinet 01		Cabinet				HAZARD STORAGE - CHECK SAFETY FIRST						
CHM-035	Foam Glue	419A	Chemical Cabinet 01	10.0	Chemicals	Good		200 ml	Original qty: 10x200 ml	419A-CAB-01	419A-S13	419A-CAB-01 · Chemical Cabinet 01		Cabinet				HAZARD STORAGE - CHECK SAFETY FIRST						
CHM-036	Foam Glue	419A	Chemical Cabinet 01	8.0	Chemicals	Good		100 ml	Original qty: 8x100 ml	419A-CAB-01	419A-S13	419A-CAB-01 · Chemical Cabinet 01		Cabinet				HAZARD STORAGE - CHECK SAFETY FIRST						
CHM-037	Acrylic liquid cemnt	419A	Chemical Cabinet 01	20.0	Chemicals	Good		100 ml	Original qty: 20x100 ml	419A-CAB-01	419A-S13	419A-CAB-01 · Chemical Cabinet 01		Cabinet				HAZARD STORAGE - CHECK SAFETY FIRST						
TOL-028	Home Office Laminiator	419A	Front Cupboard 01	1.0	Tools	Good			front cupboard 1	419A-FCU-01	419A-S01	419A-FCU-01 · Front Cupboard 01		Front Cupboard										
TOL-001	3-Blades Impeller, Motor(22) & Accessories,Battery Box(30), Music Moviement & Accessories(27)	419A	Front Cupboard 02	1.0	Tools	Good			front cupboard 2	419A-FCU-02	419A-S02	419A-FCU-02 · Front Cupboard 02		Front Cupboard										
TOL-007	Clock Movement With Accessories	419A	Front Cupboard 02	1.0	Tools	Good			front cupboard 2	419A-FCU-02	419A-S02	419A-FCU-02 · Front Cupboard 02		Front Cupboard										
TOL-058	Tableware,Paper Cup,Lab. Coat(2)	419A	Front Cupboard 02	1.0	Tools	Good			front cupboard 2	419A-FCU-02	419A-S02	419A-FCU-02 · Front Cupboard 02		Front Cupboard										
TOL-021	Hand Drill And Charger	419A	Front Cupboard 03	2.0	Tools	Good		sets	front cupboard 3	419A-FCU-03	419A-S03	419A-FCU-03 · Front Cupboard 03		Front Cupboard										
TOL-026	Hi-Spec 900W Biscuit Jointer	419A	Front Cupboard 03	1.0	Tools	Good		set	front cupboard 3	419A-FCU-03	419A-S03	419A-FCU-03 · Front Cupboard 03		Front Cupboard										
TOL-032	Manual Cordless Circular Saw	419A	Front Cupboard 03	1.0	Tools	Good		sets	front cupboard 3	419A-FCU-03	419A-S03	419A-FCU-03 · Front Cupboard 03		Front Cupboard										
MAC-018	Manual Grinding Machine	419A	Front Cupboard 03	4.0	Machinery	Good		sets	front cupboard 3	419A-FCU-03	419A-S03	419A-FCU-03 · Front Cupboard 03		Front Cupboard										
MAC-019	Manual Sanding Machine	419A	Front Cupboard 03	3.0	Machinery	Good		sets	front cupboard 3	419A-FCU-03	419A-S03	419A-FCU-03 · Front Cupboard 03		Front Cupboard										
TOL-043	Router	419A	Front Cupboard 03	1.0	Tools	Good		set	front cupboard 3	419A-FCU-03	419A-S03	419A-FCU-03 · Front Cupboard 03		Front Cupboard										
TOL-061	Timmer	419A	Front Cupboard 03	1.0	Tools	Good		set	front cupboard 3	419A-FCU-03	419A-S03	419A-FCU-03 · Front Cupboard 03		Front Cupboard										
TOL-003	Air Pump	419A	Front Cupboard 04	1.0	Tools	Good		set	front cupboard 4	419A-FCU-04	419A-S04	419A-FCU-04 · Front Cupboard 04		Front Cupboard										
TOL-050	Scroll Saw (Old)	419A	Front Cupboard 04	2.0	Tools	Good			front cupboard 4	419A-FCU-04	419A-S04	419A-FCU-04 · Front Cupboard 04		Front Cupboard										
TOL-056	Sparkling Crystals	419A	Front Cupboard 04	14.0	Tools	Good		bottle	front cupboard 4	419A-FCU-04	419A-S04	419A-FCU-04 · Front Cupboard 04		Front Cupboard										
TOL-062	Tool Box(Chisels X8,Pliers X37,Straigh Blades X10,Heavy Duty Scissors X2)	419A	Front Cupboard 04	1.0	Tools	Good		box	front cupboard 4	419A-FCU-04	419A-S04	419A-FCU-04 · Front Cupboard 04		Front Cupboard										
MAT-040	Steve Privately Materials	419A	Front Cupboard 05	5.0	Materials / Consumables	Good			front cupboard 5	419A-FCU-05	419A-S05	419A-FCU-05 · Front Cupboard 05		Front Cupboard										
TOL-052	"Small Size G Clamp(2""-87,3""-49)"	419A	Front Cupboard 06	2.0	Tools	Good		box	front cupboard 6	419A-FCU-06	419A-S06	419A-FCU-06 · Front Cupboard 06		Front Cupboard										
MAT-042	Sudent Project Professional Materials	419A	Front Cupboard 06	1.0	Materials / Consumables	Good		box	front cupboard 6	419A-FCU-06	419A-S06	419A-FCU-06 · Front Cupboard 06		Front Cupboard										
MAT-053	Wood Cut Knife(10Set),Double Ball Stylus Wire Loop(9),Royal-Art Tools(10),Wire Wipe(22),Ttweezers(17)	419A	Front Cupboard 06	1.0	Materials / Consumables	Good		box	front cupboard 6	419A-FCU-06	419A-S06	419A-FCU-06 · Front Cupboard 06		Front Cupboard										
